Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
Xiquet,"2404 Wisconsin Ave. NW, Washington, 20007, United States",20007,Washington,60.0,130.0,USD,Spanish,-77.0723834,38.9215871,-4382,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/xiquet,https://www.xiquetdl.com/,1 MICHELIN Star,95.0,DC,District of Columbia,South,Spanish
Gravitas,"1401 Okie St. NE, Washington, 20002, United States",20002,Washington,80.0,150.0,USD,"Contemporary, American",-76.9845997,38.9146396,-7503,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/gravitas,https://www.gravitasdc.com/,1 MICHELIN Star,115.0,DC,District of Columbia,South,Contemporary
Kinship,"1015 7th St. NW, Washington, 20001, United States",20001,Washington,145.0,145.0,USD,"Contemporary, French Contemporary",-77.0218,38.903282,-7235,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/kinship,https://www.kinshipdc.com/,1 MICHELIN Star,145.0,DC,District of Columbia,South,Contemporary
Orchard City Kitchen,"1875 S. Bascom Ave., Ste.190, Campbell, 95008, United States",95008,Campbell,50.0,50.0,USD,"International, Fusion",-121.93434,37.28828,-4217,https://guide.michelin.com/en/california/campbell/restaurant/orchard-city-kitchen,https://www.orchardcitykitchen.com/,Bib Gourmand,50.0,CA,California,West,International
Coni'Seafood,"3544 W. Imperial Hwy., Inglewood, 90303, United States",90303,Inglewood,18.0,58.0,USD,Mexican,-118.33494,33.930923,-1701,https://guide.michelin.com/en/california/inglewood/restaurant/coni-seafood,https://www.coniseafood.com/,Bib Gourmand,38.0,CA,California,West,Mexican
Chengdu Impression,"21 Huntington Dr., Arcadia, 91006, United States",91006,Arcadia,50.0,50.0,USD,"Chinese, Sichuan",-118.030468,34.1402483,-8835,https://guide.michelin.com/en/california/arcadia/restaurant/chengdu-impression,,Bib Gourmand,50.0,CA,California,West,Chinese
LaoXi Noodle House,"600 Live Oak Ave., Arcadia, 91006, United States",91006,Arcadia,25.0,25.0,USD,"Chinese, Regional Cuisine",-118.01802,34.10907,-1012,https://guide.michelin.com/en/california/arcadia/restaurant/laoxi-noodle-house,,Bib Gourmand,25.0,CA,California,West,Chinese
Rocio's Mexican Kitchen,"7891 Garfield Ave., Bell Gardens, 90201, United States",90201,Bell Gardens,25.0,25.0,USD,"Mexican, Regional Cuisine",-118.15646,33.960003,-6897,https://guide.michelin.com/en/california/bell-gardens/restaurant/rocio-s-mexican-kitchen,,Bib Gourmand,25.0,CA,California,West,Mexican
Phở 79,"9941 Hazard Ave., Garden Grove, 92844, United States",92844,Garden Grove,30.0,30.0,USD,"Vietnamese, Noodles",-117.9556132,33.7527059,-1307,https://guide.michelin.com/en/california/us-garden-grove/restaurant/pho-79,https://www.pho79.com/,Bib Gourmand,30.0,CA,California,West,Vietnamese
Garlic & Chives by Kristin,"9892 Westminster Blvd., Ste.311, Garden Grove, 92844, United States",92844,Garden Grove,25.0,40.0,USD,"Vietnamese, South East Asian",-117.95538,33.759464,-4073,https://guide.michelin.com/en/california/us-garden-grove/restaurant/garlic-chives-by-kristin,https://www.garlicandchives.com/,Bib Gourmand,32.5,CA,California,West,Vietnamese
Mentone,"174 Aptos Village Way, Aptos, 95003, United States",95003,Aptos,30.0,44.0,USD,"Italian, Californian",-121.8995341,36.9789673,-2917,https://guide.michelin.com/en/california/aptos/restaurant/mentone,https://www.mentonerestaurant.com/,Bib Gourmand,37.0,CA,California,West,Italian
Range Life,"2160 Railroad Ave., Livermore, 94550, United States",94550,Livermore,50.0,50.0,USD,Californian,-121.76999,37.683384,-4028,https://guide.michelin.com/en/california/livermore/restaurant/range-life,https://www.rangelifelivermore.com/,Bib Gourmand,50.0,CA,California,West,Californian
LSXO,"21010 Pacific Coast Hwy., Huntington Beach, 92648, United States",21010,Huntington Beach,44.0,44.0,USD,"Vietnamese, Contemporary",-117.9985791,33.6553551,1257,https://guide.michelin.com/en/california/us-huntington-beach/restaurant/lsxo,https://www.dinebluegold.com/,Bib Gourmand,44.0,MD,Maryland,South,Vietnamese
Dija Mara,"232 S. Coast Hwy., Oceanside, 92054, United States",92054,Oceanside,60.0,60.0,USD,"Indonesian, Thai and Vietnamese",-117.3775044,33.1936183,-3847,https://guide.michelin.com/en/california/oceanside/restaurant/dija-mara,https://www.dijamara.com/,Bib Gourmand,60.0,CA,California,West,Indonesian
Playa,"41 Throckmorton Ave., Mill Valley, 94941, United States",94941,Mill Valley,45.0,50.0,USD,"Mexican, Tex-Mex",-122.54743,37.9065919,-7840,https://guide.michelin.com/en/california/mill-valley/restaurant/playa,https://www.playamv.com/,Bib Gourmand,47.5,CA,California,West,Mexican
Burritos La Palma,"5120 N. Peck Rd., El Monte, 91732, United States",91732,El Monte,25.0,25.0,USD,Mexican,-118.01197,34.095875,-7010,https://guide.michelin.com/en/california/el-monte/restaurant/burritos-la-palma,http://www.burritoslapalma.net/,Bib Gourmand,25.0,CA,California,West,Mexican
Sea Harbour,"3939 Rosemead Blvd., Rosemead, 91770, United States",91770,Rosemead,50.0,50.0,USD,"Chinese, Dim Sum",-118.0733,34.07984,-2601,https://guide.michelin.com/en/california/rosemead/restaurant/sea-harbour,,Bib Gourmand,50.0,CA,California,West,Chinese
Longo Seafood,"7540 Garvey Ave., Rosemead, 91770, United States",91770,Rosemead,50.0,50.0,USD,"Chinese, Dim Sum",-118.1047332,34.0625014,-6842,https://guide.michelin.com/en/california/rosemead/restaurant/longo-seafood,,Bib Gourmand,50.0,CA,California,West,Chinese
Sushi Ran,"107 Caledonia St., Sausalito, 94965, United States",94965,Sausalito,45.0,60.0,USD,"Japanese, Sushi",-122.48576,37.8587,-2537,https://guide.michelin.com/en/california/sausalito/restaurant/sushi-ran,https://www.sushiran.com/,Bib Gourmand,52.5,CA,California,West,Japanese
Luna Mexican Kitchen,"1495 The Alameda, San Jose, 95126, United States",95126,San Jose,44.0,44.0,USD,"Mexican, Regional Cuisine",-121.91513,37.33398,-1566,https://guide.michelin.com/en/california/san-jose/restaurant/luna-mexican-kitchen,https://www.lunamexicankitchen.com/,Bib Gourmand,44.0,CA,California,West,Mexican
CHAAK Kitchen,"215 El Camino Real, Tustin, 92780, United States",92780,Tustin,32.0,44.0,USD,"Mexican, Regional Cuisine",-117.8237347,33.7439846,-2061,https://guide.michelin.com/en/california/tustin/restaurant/chaak-kitchen,https://www.chaakkitchen.com/,Bib Gourmand,38.0,CA,California,West,Mexican
Thai House,"254 Rose St., Danville, 94526, United States",94526,Danville,,,,Thai,-122.00018,37.82337,470,https://guide.michelin.com/en/california/danville/restaurant/thai-house,https://www.thethaihousedanville.com/,Bib Gourmand,,CA,California,West,Thai
Khom Loi,"7385 Healdsburg Ave., Sebastopol, 95472, United States",95472,Sebastopol,60.0,60.0,USD,Thai,-122.8300766,38.405194,-5539,https://guide.michelin.com/en/california/sebastopol/restaurant/khom-loi,https://www.khomloisonoma.com,Bib Gourmand,60.0,CA,California,West,Thai
Ramen Gaijin,"6948 Sebastopol Ave., Sebastopol, 95472, United States",95472,Sebastopol,35.0,40.0,USD,"Japanese, Ramen",-122.8236124,38.4023896,-2729,https://guide.michelin.com/en/california/sebastopol/restaurant/ramen-gaijin,https://www.ramengaijin.com/,Bib Gourmand,37.5,CA,California,West,Japanese
El Molino Central,"11 Central Ave., Sonoma, 95476, United States",95476,Sonoma,40.0,40.0,USD,Mexican,-122.481964,38.315018,-242,https://guide.michelin.com/en/california/sonoma/restaurant/el-molino-central,https://www.elmolinocentral.com/,Bib Gourmand,40.0,CA,California,West,Mexican
Valley,"487 1st St. W, Sonoma, 95476, United States",95476,Sonoma,60.0,60.0,USD,Californian,-122.4590217,38.2922754,-7630,https://guide.michelin.com/en/california/sonoma/restaurant/valley,http://www.valleybarandbottle.com,Bib Gourmand,60.0,CA,California,West,Californian
Pig in a Pickle,"341 Corte Madera Town Centre, Corte Madera, 94925, United States",94925,Corte Madera,50.0,50.0,USD,Barbecue,-122.51801,37.92731,-2741,https://guide.michelin.com/en/california/corte-madera/restaurant/pig-in-a-pickle,https://www.piginapickle.com/,Bib Gourmand,50.0,CA,California,West,Barbecue
Chengdu Taste,"828 W. Valley Blvd., Alhambra, 91803, United States",91803,Alhambra,50.0,50.0,USD,"Chinese, Sichuan",-118.13248,34.078,-1246,https://guide.michelin.com/en/california/alhambra/restaurant/chengdu-taste,,Bib Gourmand,50.0,CA,California,West,Chinese
Sichuan Impression,"1900 W. Valley Blvd., Alhambra, 91803, United States",91803,Alhambra,50.0,50.0,USD,"Chinese, Sichuan",-118.14449,34.077282,-3279,https://guide.michelin.com/en/california/alhambra/restaurant/sichuan-impression,https://www.sichuanimpressions.com/,Bib Gourmand,50.0,CA,California,West,Chinese
Jiang Nan Spring,"910 E. Main St., Alhambra, 91801, United States",91801,Alhambra,50.0,50.0,USD,"Chinese, Shanghainese",-118.117454,34.0995473,-828,https://guide.michelin.com/en/california/alhambra/restaurant/jiang-nan-spring,,Bib Gourmand,50.0,CA,California,West,Chinese
Lunasia Dim Sum House,"500 W. Main St., Alhambra, 91801, United States",91801,Alhambra,50.0,50.0,USD,"Chinese, Dim Sum",-118.13225,34.09258,-1904,https://guide.michelin.com/en/california/alhambra/restaurant/lunasia-dim-sum-house,https://lunasiadimsum.com/,Bib Gourmand,50.0,CA,California,West,Chinese
Hiro Nori Craft Ramen,"2222 Michelson Dr., Ste. 234, Irvine, 92612, United States",92612,Irvine,42.0,42.0,USD,"Japanese, Ramen",-117.85588,33.676674,-4387,https://guide.michelin.com/en/california/us-irvine/restaurant/hiro-nori-ramen,https://www.hironoricraftramen.com/,Bib Gourmand,42.0,CA,California,West,Japanese
Gabbi’s Mexican Kitchen,"141 S. Glassell St., Orange, 92866, United States",92866,Orange,44.0,44.0,USD,"Mexican, Regional Cuisine",-117.853004,33.78689,-1957,https://guide.michelin.com/en/california/us-orange/restaurant/gabbi%E2%80%99s-mexican-kitchen,https://www.gabbismexicankitchen.com/,Bib Gourmand,44.0,CA,California,West,Mexican
Heritage Barbecue,"31721 Camino Capistrano, San Juan Capistrano, 92675, United States",31721,San Juan Capistrano,44.0,44.0,USD,"Barbecue, Regional Cuisine",-117.6628795,33.5014781,https://www.heritagecraftbbq.com/,https://guide.michelin.com/en/california/san-juan-capistrano/restaurant/heritage-barbecue,https://www.heritagecraftbbq.com/,Bib Gourmand,44.0,GA,Georgia,South,Barbecue
Fable & Spirit,"3441 Via Lido, Newport Beach, 92663, United States",92663,Newport Beach,39.0,44.0,USD,"Californian, American",-117.9286747,33.6180361,-8373,https://guide.michelin.com/en/california/newport-beach/restaurant/fable-spirit,https://www.fableandspirit.com/,Bib Gourmand,41.5,CA,California,West,Californian
Mix Mix Kitchen & Bar,"300 N. Main St., Santa Ana, 92701, United States",92701,Santa Ana,44.0,44.0,USD,"Contemporary, International",-117.867645,33.747177,-4280,https://guide.michelin.com/en/california/us-santa-ana/restaurant/mix-mix-kitchen-bar,https://www.mixmixkitchenbar.com/,Bib Gourmand,44.0,CA,California,West,Contemporary
Nixtaco,"1805 Cirby Way, Ste. 12, Roseville, 95661, United States",95661,Roseville,25.0,26.0,USD,Mexican,-121.2564971,38.7297832,-3020,https://guide.michelin.com/en/california/roseville/restaurant/nixtaco,http://www.nixta.co,Bib Gourmand,25.5,CA,California,West,Mexican
Spinning Bones,"1205 Park St., Alameda, 94501, United States",94501,Alameda,45.0,45.0,USD,Californian,-122.2456112,37.7612014,-8043,https://guide.michelin.com/en/california/alameda/restaurant/spinning-bones,http://www.spinningbones.com,Bib Gourmand,45.0,CA,California,West,Californian
Khan Saab Desi Craft Kitchen,"229 E. Commonwealth Ave., Fullerton, 92832, United States",92832,Fullerton,44.0,44.0,USD,"Pakistani, Regional Cuisine",-117.9192001,33.8700821,-220,https://guide.michelin.com/en/california/us-fullerton/restaurant/khan-saab-desi-craft-kitchen,https://www.khansaaboc.com/,Bib Gourmand,44.0,CA,California,West,Pakistani
Ippuku,"2130 Center St., Berkeley, 94704, United States",94704,Berkeley,55.0,55.0,USD,Japanese,-122.26734,37.87022,-1124,https://guide.michelin.com/en/california/berkeley/restaurant/ippuku,http://www.ippukuberkeley.com,Bib Gourmand,55.0,CA,California,West,Japanese
Comal,"2020 Shattuck Ave., Berkeley, 94704, United States",94704,Berkeley,50.0,50.0,USD,Mexican,-122.26835,37.871647,-5716,https://guide.michelin.com/en/california/berkeley/restaurant/comal,http://www.comalberkeley.com,Bib Gourmand,50.0,CA,California,West,Mexican
Great China,"2190 Bancroft Way, Berkeley, 94701, United States",94701,Berkeley,50.0,50.0,USD,Chinese,-122.26616,37.867756,-7329,https://guide.michelin.com/en/california/berkeley/restaurant/great-china,https://www.greatchinaberkeley.com/,Bib Gourmand,50.0,CA,California,West,Chinese
Insalata's,"120 Sir Francis Drake Blvd., San Anselmo, 94960, United States",94960,San Anselmo,50.0,50.0,USD,Mediterranean Cuisine,-122.56138,37.97308,-6742,https://guide.michelin.com/en/california/san-anselmo/restaurant/insalata-s,https://www.insalatas.com/,Bib Gourmand,50.0,CA,California,West,Mediterranean Cuisine
Stockhome,"220 Western Ave., Petaluma, 94952, United States",94952,Petaluma,50.0,50.0,USD,Scandinavian,-122.6427194,38.2333616,-7785,https://guide.michelin.com/en/california/petaluma/restaurant/stockhome,https://www.stockhomerestaurant.com/,Bib Gourmand,50.0,CA,California,West,Scandinavian
Manhattan Beach Post,"1142 Manhattan Ave., Manhattan Beach, 90266, United States",90266,Manhattan Beach,50.0,50.0,USD,International,-118.410934,33.885162,-4640,https://guide.michelin.com/en/california/manhattan-beach/restaurant/manhattan-beach-post,,Bib Gourmand,50.0,CA,California,West,International
Dai Ho,"9148 Las Tunas Dr., Temple City, 91780, United States",91780,Temple City,30.0,30.0,USD,Taiwanese,-118.06928,34.105415,-960,https://guide.michelin.com/en/california/temple-city/restaurant/dai-ho,,Bib Gourmand,30.0,CA,California,West,Taiwanese
Oliver's Osteria Mare e Monti,"853 Laguna Canyon Rd., Laguna Beach, 92651, United States",92651,Laguna Beach,40.0,42.0,USD,"Italian, Emilian",-117.7781668,33.550877,973,https://guide.michelin.com/en/california/laguna-beach/restaurant/oliver-s-osteria-mare-e-monti,https://www.oliversosteria.com/,Bib Gourmand,41.0,CA,California,West,Italian
Campfire,"2725 State St., Carlsbad, 92008, United States",92008,Carlsbad,35.0,70.0,USD,Contemporary,-117.3508896,33.1621181,-3998,https://guide.michelin.com/en/california/carlsbad/restaurant/campfire,https://www.thisiscampfire.com/,Bib Gourmand,52.5,CA,California,West,Contemporary
The Bywater,"532 N. Santa Cruz Ave., Los Gatos, 95030, United States",95030,Los Gatos,12.0,44.0,USD,"Southern, Creole",-121.979004,37.232773,-8791,https://guide.michelin.com/en/california/los-gatos/restaurant/the-bywater,https://www.thebywaterca.com/,Bib Gourmand,28.0,CA,California,West,Southern
ASA South,"57 Los Gatos-Saratoga Rd., Los Gatos, 95032, United States",95032,Los Gatos,44.0,44.0,USD,"Californian, Mediterranean Cuisine",-121.9721498,37.2260847,-6136,https://guide.michelin.com/en/california/los-gatos/restaurant/asa-south,https://www.asalosaltos.com/,Bib Gourmand,44.0,CA,California,West,Californian
Pausa,"223 E. 4th Ave., San Mateo, 94401, United States",94401,San Mateo,44.0,44.0,USD,"Italian, Regional Cuisine",-122.3220038,37.5645894,457,https://guide.michelin.com/en/california/san-mateo/restaurant/pausa,https://www.pausasanmateo.com/,Bib Gourmand,44.0,CA,California,West,Italian
Callie,"1195 Island Ave., San Diego, 92101, United States",92101,San Diego,65.0,77.0,USD,"Mediterranean Cuisine, Middle Eastern",-117.1538654,32.7103575,-8332,https://guide.michelin.com/en/california/us-san-diego/restaurant/callie,https://www.calliesd.com/,Bib Gourmand,71.0,CA,California,West,Mediterranean Cuisine
Kettner Exchange,"2001 Kettner Blvd., San Diego, 92101, United States",92101,San Diego,50.0,50.0,USD,"Contemporary, American Contemporary",-117.1697261,32.7253114,-637,https://guide.michelin.com/en/california/us-san-diego/restaurant/kettner-exchange,https://www.kettnerexchange.com/,Bib Gourmand,50.0,CA,California,West,Contemporary
Morning Glory,"550 W. Date St., San Diego, 92101, United States",92101,San Diego,50.0,50.0,USD,American,-117.1681432,32.7231471,688,https://guide.michelin.com/en/california/us-san-diego/restaurant/morning-glory,https://www.morningglorybreakfast.com/,Bib Gourmand,50.0,CA,California,West,American
Cucina Urbana,"505 Laurel St., San Diego, 92101, United States",92101,San Diego,50.0,50.0,USD,Italian,-117.160145,32.7312497,-842,https://guide.michelin.com/en/california/us-san-diego/restaurant/cucina-urbana,https://www.urbankitchengroup.com/,Bib Gourmand,50.0,CA,California,West,Italian
LOLA 55,"1290 F St., San Diego, 92101, United States",92101,San Diego,25.0,25.0,USD,Mexican,-117.1530704,32.7138053,-8078,https://guide.michelin.com/en/california/us-san-diego/restaurant/lola-55,https://www.lola55.com/,Bib Gourmand,25.0,CA,California,West,Mexican
Solare,"2820 Roosevelt Rd., San Diego, 92106, United States",92106,San Diego,50.0,50.0,USD,"Italian, Tuscan",-117.213925,32.737253,-8321,https://guide.michelin.com/en/california/us-san-diego/restaurant/solare,https://www.solarelounge.com/,Bib Gourmand,50.0,CA,California,West,Italian
Cesarina,"4161 Voltaire St., San Diego, 92107, United States",92107,San Diego,60.0,60.0,USD,Italian,-117.234556,32.7434966,-4829,https://guide.michelin.com/en/california/us-san-diego/restaurant/cesarina,http://www.cesarinarestaurant.com,Bib Gourmand,60.0,CA,California,West,Italian
Ciccia Osteria,"2233 Logan Ave., San Diego, 92113, United States",92113,San Diego,42.0,42.0,USD,"Italian, Milanese",-117.1388338,32.6974548,-3124,https://guide.michelin.com/en/california/us-san-diego/restaurant/ciccia-osteria,http://www.cicciasandiego.com,Bib Gourmand,42.0,CA,California,West,Italian
Mariscos Jalisco,"753 E. Holt Ave., Pomona, 91767, United States",91767,Pomona,25.0,25.0,USD,"Mexican, Regional Cuisine",-117.7354583,34.0628203,-5533,https://guide.michelin.com/en/california/pomona/restaurant/mariscos-jalisco,,Bib Gourmand,25.0,CA,California,West,Mexican
Millennium,"5912 College Ave., Oakland, 94618, United States",94618,Oakland,50.0,50.0,USD,Vegan,-122.252075,37.847427,-8684,https://guide.michelin.com/en/california/oakland/restaurant/millennium,https://www.millenniumrestaurant.com/,Bib Gourmand,50.0,CA,California,West,Vegan
Tacos Oscar,"420 40th St., Oakland, 94609, United States",94609,Oakland,25.0,25.0,USD,"Mexican, Contemporary",-122.2602429,37.8286404,https://www.tacososcar.com/,https://guide.michelin.com/en/california/oakland/restaurant/tacos-oscar,https://www.tacososcar.com/,Bib Gourmand,25.0,CA,California,West,Mexican
Teni East Kitchen,"4015 Broadway, Oakland, 94611, United States",94611,Oakland,25.0,25.0,USD,Burmese,-122.25663,37.8278,-947,https://guide.michelin.com/en/california/oakland/restaurant/teni-east-kitchen,https://www.tenieastkitchen.com/,Bib Gourmand,25.0,CA,California,West,Burmese
MAMA Oakland,"388 Grand Ave., Oakland, 94610, United States",94610,Oakland,35.0,35.0,USD,"Italian, Contemporary",-122.2542995,37.8090021,-5836,https://guide.michelin.com/en/california/oakland/restaurant/mama-oakland,http://mama-oakland.com,Bib Gourmand,35.0,CA,California,West,Italian
Wood Tavern,"6317 College Ave., Oakland, 94618, United States",94618,Oakland,50.0,50.0,USD,American,-122.25265,37.85076,-5751,https://guide.michelin.com/en/california/oakland/restaurant/wood-tavern,https://www.woodtavern.net/,Bib Gourmand,50.0,CA,California,West,American
Taquería El Paisa,"4610 International Blvd., Oakland, 94601, United States",94601,Oakland,15.0,20.0,USD,Mexican,-122.2112574,37.770894,-5498,https://guide.michelin.com/en/california/oakland/restaurant/taqueria-el-paisa,,Bib Gourmand,17.5,CA,California,West,Mexican
Soba Ichi,"2311A Magnolia St., Oakland, 94607, United States",94607,Oakland,31.0,48.0,USD,Japanese,-122.28472,37.81691,-924,https://guide.michelin.com/en/california/oakland/restaurant/soba-ichi,http://www.sobaichioakland.com,Bib Gourmand,39.5,CA,California,West,Japanese
Horn Barbecue,"2534 Mandela Pkwy., Oakland, 94607, United States",94607,Oakland,27.0,52.0,USD,Barbecue,-122.288888,37.8204022,-4816,https://guide.michelin.com/en/california/oakland/restaurant/horn-barbecue,http://www.hornbarbecue.com,Bib Gourmand,39.5,CA,California,West,Barbecue
FOB Kitchen,"5179 Telegraph Ave., Oakland, 94609, United States",94609,Oakland,50.0,50.0,USD,"Filipino, Contemporary",-122.2628885,37.837746,-3476,https://guide.michelin.com/en/california/oakland/restaurant/fob-kitchen,https://www.fobkitchen.com/,Bib Gourmand,50.0,CA,California,West,Filipino
Nyum Bai,"3340 E. 12th St., Oakland, 94601, United States",94601,Oakland,25.0,25.0,USD,"Cambodian, Contemporary",-122.2244,37.776237,-2328,https://guide.michelin.com/en/california/oakland/restaurant/nyum-bai,https://www.nyumbai.com/,Bib Gourmand,25.0,CA,California,West,Cambodian
Mesa Verde,"1919 Cliff Dr., Santa Barbara, 93109, United States",93109,Santa Barbara,50.0,50.0,USD,"Vegan, Mexican",-119.7224482,34.4015115,-3632,https://guide.michelin.com/en/california/santa-barbara/restaurant/mesa-verde,https://www.mesaverderestaurant.com/,Bib Gourmand,50.0,CA,California,West,Vegan
Sama Sama Kitchen,"1208 State St., Santa Barbara, 93101, United States",93101,Santa Barbara,50.0,50.0,USD,Asian,-119.7045301,34.4236674,-3726,https://guide.michelin.com/en/california/santa-barbara/restaurant/sama-sama-kitchen,http://www.samasamakitchen.com/,Bib Gourmand,50.0,CA,California,West,Asian
Loquita,"202 State St., Santa Barbara, 93101, United States",93101,Santa Barbara,38.0,38.0,USD,Spanish,-119.6916636,34.4140993,-2455,https://guide.michelin.com/en/california/santa-barbara/restaurant/loquita,http://www.loquitasb.com,Bib Gourmand,38.0,CA,California,West,Spanish
Corazon Cocina,"38 W. Victoria St., Santa Barbara, 93101, United States",93101,Santa Barbara,45.0,45.0,USD,"Mexican, Seafood",-119.7070638,34.4235974,678,https://guide.michelin.com/en/california/santa-barbara/restaurant/corazon-cocina,http://www.corazoncocinasb.com,Bib Gourmand,45.0,CA,California,West,Mexican
Bettina,"1014 Coast Village Rd., Santa Barbara, 93108, United States",93108,Santa Barbara,58.0,58.0,USD,"Pizza, Italian",-119.6521334,34.4226378,-1348,https://guide.michelin.com/en/california/santa-barbara/restaurant/bettina,https://www.bettinapizzeria.com/,Bib Gourmand,58.0,CA,California,West,Pizza
Mian,"301 W. Valley Blvd., Ste. 114, San Gabriel, 91776, United States",91776,San Gabriel,25.0,25.0,USD,"Chinese, Sichuan",-118.104243,34.0800007,-5955,https://guide.michelin.com/en/california/san-gabriel/restaurant/mian,,Bib Gourmand,25.0,CA,California,West,Chinese
Luscious Dumplings,"919 W. Duarte Rd., Monrovia, 91016, United States",91016,Monrovia,25.0,25.0,USD,Chinese,-118.0185111,34.1319451,287,https://guide.michelin.com/en/california/us-monrovia/restaurant/luscious-dumplings,http://lusciousdumplings.com,Bib Gourmand,25.0,CA,California,West,Chinese
Kazan,"111 N. La Cienega Blvd., Beverly Hills, 90211, United States",90211,Beverly Hills,30.0,44.0,USD,"Japanese, Ramen",-118.376527,34.0676223,-8189,https://guide.michelin.com/en/california/beverly-hills/restaurant/kazan-1190724,https://www.kazanbeverlyhills.com/,Bib Gourmand,37.0,CA,California,West,Japanese
Colapasta,"1241 5th St., Santa Monica, 90401, United States",90401,Santa Monica,6.0,45.0,USD,Italian,-118.4962761,34.0190328,-7336,https://guide.michelin.com/en/california/santa-monica/restaurant/colapasta,http://www.colapasta.com,Bib Gourmand,25.5,CA,California,West,Italian
Tūmbi,"115 Santa Monica Blvd., Santa Monica, 90401, United States",90401,Santa Monica,50.0,55.0,USD,"Indian, Contemporary",-118.4976517,34.014547,-6719,https://guide.michelin.com/en/california/santa-monica/restaurant/tumbi,https://www.tumbibar.com/,Bib Gourmand,52.5,CA,California,West,Indian
Yafa,"Junipero St., Carmel-by-the-Sea, 93923, United States",93923,Carmel-by-the-Sea,55.0,55.0,USD,"Mediterranean Cuisine, Middle Eastern",-121.92013,36.55702,-8025,https://guide.michelin.com/en/california/carmel-by-the-sea/restaurant/yafa,https://www.yafarestaurant.com/,Bib Gourmand,55.0,CA,California,West,Mediterranean Cuisine
Fishwives,"88 N. Fair Oaks Ave., Pasadena, 91103, United States",91103,Pasadena,50.0,50.0,USD,Seafood,-118.1504096,34.1471318,-4792,https://guide.michelin.com/en/california/pasadena/restaurant/fishwives,https://www.fishwives.com/,Bib Gourmand,50.0,CA,California,West,Seafood
Union,"37 East Union St., Pasadena, 91103, United States",91103,Pasadena,45.0,75.0,USD,Italian,-118.14981,34.1468,-5010,https://guide.michelin.com/en/california/pasadena/restaurant/union,https://www.unionpasadena.com/,Bib Gourmand,60.0,CA,California,West,Italian
Top Hatters Kitchen,"855 Macarthur Blvd., San Leandro, 94577, United States",94577,San Leandro,60.0,75.0,USD,"Contemporary, American Contemporary",-122.1417697,37.7373393,-9044,https://guide.michelin.com/en/california/san-leandro/restaurant/top-hatters-kitchen,http://tophatterskitchen.com,Bib Gourmand,67.5,CA,California,West,Contemporary
Mercado Los Angeles,"7910 W. 3rd St., Los Angeles, 90048, United States",90048,Los Angeles,50.0,60.0,USD,"Mexican, Regional Cuisine",-118.3620774,34.0714628,-568,https://guide.michelin.com/en/california/us-los-angeles/restaurant/mercado-los-angeles,https://www.mercadorestaurant.com/,Bib Gourmand,55.0,CA,California,West,Mexican
Meals by Genet,"1053 S. Fairfax Ave., Los Angeles, 90019, United States",90019,Los Angeles,50.0,50.0,USD,Ethiopian,-118.3646751,34.0567097,-8919,https://guide.michelin.com/en/california/us-los-angeles/restaurant/meals-by-genet,https://www.mealsbygenetla.com/,Bib Gourmand,50.0,CA,California,West,Ethiopian
Holbox,"3655 S. Grand Ave., Los Angeles, 90007, United States",90007,Los Angeles,50.0,75.0,USD,"Mexican, Seafood",-118.27802,34.017384,-9745,https://guide.michelin.com/en/california/us-los-angeles/restaurant/holbox,https://www.holboxla.com/,Bib Gourmand,62.5,CA,California,West,Mexican
Dha Rae Oak,"1106 S. Western Ave., Los Angeles, 90006, United States",90006,Los Angeles,60.0,60.0,USD,"Korean, Duck Specialities",-118.309,34.05054,-1884,https://guide.michelin.com/en/california/us-los-angeles/restaurant/dha-rae-oak,,Bib Gourmand,60.0,CA,California,West,Korean
Badmaash,"108 W. 2nd St., Ste. 104, Los Angeles, 90012, United States",90012,Los Angeles,44.0,44.0,USD,"Indian, Gastropub",-118.24476,34.05115,-6474,https://guide.michelin.com/en/california/us-los-angeles/restaurant/badmaash,https://www.badmaashla.com/,Bib Gourmand,44.0,CA,California,West,Indian
La Cevicheria,"3809 W. Pico Blvd., Los Angeles, 90019, United States",90019,Los Angeles,25.0,25.0,USD,Latin American,-118.3228419,34.0476164,-662,https://guide.michelin.com/en/california/us-los-angeles/restaurant/la-cevicheria,,Bib Gourmand,25.0,CA,California,West,Latin American
WoodSpoon,"107 W. 9th St., Los Angeles, 90015, United States",90015,Los Angeles,24.0,39.0,USD,"Brazilian, Regional Cuisine",-118.2551835,34.0417732,-1181,https://guide.michelin.com/en/california/us-los-angeles/restaurant/woodspoon,https://www.woodspoonla.com/,Bib Gourmand,31.5,CA,California,West,Brazilian
Animal,"435 N. Fairfax Ave., Los Angeles, 90036, United States",90036,Los Angeles,30.0,75.0,USD,"Contemporary, American",-118.3616297,34.0793889,-8684,https://guide.michelin.com/en/california/us-los-angeles/restaurant/animal,https://www.animalrestaurant.com/,Bib Gourmand,52.5,CA,California,West,Contemporary
