,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
646,Cotenna,"21 Bedford St., New York, 10014, United States",10014,New York,50.0,50.0,USD,Italian,-74.00354,40.729053,610,https://guide.michelin.com/en/new-york-state/new-york/restaurant/cotenna,https://www.cotenna.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
647,Convivium Osteria,"68 Fifth Ave., New York, 11217, United States",11217,New York,50.0,50.0,USD,"Italian, Sardinian",-73.977394,40.68102,-972,https://guide.michelin.com/en/new-york-state/new-york/restaurant/convivium-osteria,https://www.conviviumosteria.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
648,Convivium Osteria,"68 Fifth Ave., New York, 11217, United States",11217,New York,50.0,50.0,USD,"Italian, Sardinian",-73.977394,40.68102,-972,https://guide.michelin.com/en/new-york-state/new-york/restaurant/convivium-osteria,https://www.conviviumosteria.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
663,Café Alaia,"128 Garth Rd., Scarsdale, 10583, United States",10583,Scarsdale,50.0,50.0,USD,"Italian, Italian-American",-73.8099321,40.9868746,-1811,https://guide.michelin.com/en/new-york-state/scarsdale/restaurant/cafe-alaia,https://www.cafealaia.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
664,Café Alaia,"128 Garth Rd., Scarsdale, 10583, United States",10583,Scarsdale,50.0,50.0,USD,"Italian, Italian-American",-73.8099321,40.9868746,-1811,https://guide.michelin.com/en/new-york-state/scarsdale/restaurant/cafe-alaia,https://www.cafealaia.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
677,Bar Primi,"325 Bowery, New York, 10003, United States",10003,New York,50.0,50.0,USD,Italian,-73.99188,40.725666,-8108,https://guide.michelin.com/en/new-york-state/new-york/restaurant/bar-primi,https://www.barprimi.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
678,Bar Primi,"325 Bowery, New York, 10003, United States",10003,New York,50.0,50.0,USD,Italian,-73.99188,40.725666,-8108,https://guide.michelin.com/en/new-york-state/new-york/restaurant/bar-primi,https://www.barprimi.com/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
686,Ammazzacaffè,"702 Grand St., New York, 11211, United States",11211,New York,50.0,50.0,USD,"Italian, Contemporary",-73.9450002,40.7115772,-1196,https://guide.michelin.com/en/new-york-state/new-york/restaurant/ammazzacaffe,https://www.ammazzacaffe.nyc/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
687,Ammazzacaffè,"702 Grand St., New York, 11211, United States",11211,New York,50.0,50.0,USD,"Italian, Contemporary",-73.9450002,40.7115772,-1196,https://guide.michelin.com/en/new-york-state/new-york/restaurant/ammazzacaffe,https://www.ammazzacaffe.nyc/,Bib Gourmand,50.0,NY,New York,Northeast,Italian
699,Daisies,"2523 N. Milwaukee Ave., Chicago, 60647, United States",60647,Chicago,25.0,60.0,USD,Italian,-87.7042155,41.9272907,-559,https://guide.michelin.com/en/illinois/chicago/restaurant/daisies,https://www.daisieschicago.com/,Bib Gourmand,42.5,IL,Illinois,Midwest,Italian
701,Nella Pizza e Pasta,"1125 E. 55th St., Chicago, 60615, United States",60615,Chicago,44.0,44.0,USD,"Italian, Pizza",-87.5982341,41.7950081,527,https://guide.michelin.com/en/illinois/chicago/restaurant/nella-pizza-e-pasta,https://www.nellachicago.com/,Bib Gourmand,44.0,IL,Illinois,Midwest,Italian
708,Ceres’ Table,"3124 N. Broadway, Chicago, 60657, United States",60657,Chicago,50.0,50.0,USD,Italian,-87.644407,41.938784,-3169,https://guide.michelin.com/en/illinois/chicago/restaurant/ceres-table,https://www.cerestable.com/,Bib Gourmand,50.0,IL,Illinois,Midwest,Italian
715,Ciccio Mio,"226 W. Kinzie St., Chicago, 60654, United States",60654,Chicago,75.0,75.0,USD,"Italian, American",-87.6353304,41.8892692,-2800,https://guide.michelin.com/en/illinois/chicago/restaurant/ciccio-mio,http://cicciomio.com,Bib Gourmand,75.0,IL,Illinois,Midwest,Italian
741,Joe's Imports,"813 W. Fulton Market, Chicago, 60607, United States",60607,Chicago,35.0,40.0,USD,"Italian, American",-87.6480616,41.8868774,-1174,https://guide.michelin.com/en/illinois/chicago/restaurant/joe-s-imports,https://www.joeswineimports.com/,Bib Gourmand,37.5,IL,Illinois,Midwest,Italian
769,Sfoglina,"4445 Connecticut Ave. NW, Washington, 20008, United States",20008,Washington,50.0,50.0,USD,Italian,-77.0644436,38.9466859,-725,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/sfoglina,http://www.sfoglinadc.com/,Bib Gourmand,50.0,DC,District of Columbia,South,Italian
775,The Red Hen,"1822 1st St. NW, Washington, 20001, United States",20001,Washington,50.0,50.0,USD,Italian,-77.01227,38.914898,-2344,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/the-red-hen,https://www.theredhendc.com/,Bib Gourmand,50.0,DC,District of Columbia,South,Italian
