,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
323,Pig in a Pickle,"341 Corte Madera Town Centre, Corte Madera, 94925, United States",94925,Corte Madera,50.0,50.0,USD,Barbecue,-122.51801,37.92731,-2741,https://guide.michelin.com/en/california/corte-madera/restaurant/pig-in-a-pickle,https://www.piginapickle.com/,Bib Gourmand,50.0,CA,California,West,Barbecue
331,Heritage Barbecue,"31721 Camino Capistrano, San Juan Capistrano, 92675, United States",31721,San Juan Capistrano,44.0,44.0,USD,"Barbecue, Regional Cuisine",-117.6628795,33.5014781,https://www.heritagecraftbbq.com/,https://guide.michelin.com/en/california/san-juan-capistrano/restaurant/heritage-barbecue,https://www.heritagecraftbbq.com/,Bib Gourmand,44.0,GA,Georgia,South,Barbecue
372,Horn Barbecue,"2534 Mandela Pkwy., Oakland, 94607, United States",94607,Oakland,27.0,52.0,USD,Barbecue,-122.288888,37.8204022,-4816,https://guide.michelin.com/en/california/oakland/restaurant/horn-barbecue,http://www.hornbarbecue.com,Bib Gourmand,39.5,CA,California,West,Barbecue
600,Hometown Bar-B-Que,"454 Van Brunt St., New York, 11231, United States",11231,New York,50.0,50.0,USD,Barbecue,-74.016067,40.6748778,-3591,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hometown-bar-b-que,https://www.hometownbarbque.com/,Bib Gourmand,50.0,NY,New York,Northeast,Barbecue
601,Hometown Bar-B-Que,"454 Van Brunt St., New York, 11231, United States",11231,New York,50.0,50.0,USD,Barbecue,-74.016067,40.6748778,-3591,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hometown-bar-b-que,https://www.hometownbarbque.com/,Bib Gourmand,50.0,NY,New York,Northeast,Barbecue
714,Smoque BBQ,"3800 N. Pulaski Rd., Chicago, 60641, United States",60641,Chicago,25.0,25.0,USD,Barbecue,-87.72764,41.95016,-6199,https://guide.michelin.com/en/illinois/chicago/restaurant/smoque-bbq,https://www.smoquebbq.com/,Bib Gourmand,25.0,IL,Illinois,Midwest,Barbecue
718,County Barbecue,"1352 W. Taylor St., Chicago, 60607, United States",60607,Chicago,40.0,40.0,USD,Barbecue,-87.6612254,41.8694395,211,https://guide.michelin.com/en/illinois/chicago/restaurant/county-barbecue,https://www.county-bbq.com/,Bib Gourmand,40.0,IL,Illinois,Midwest,Barbecue
770,Federalist Pig,"1654 Columbia Rd. NW, Washington, 20009, United States",20009,Washington,25.0,45.0,USD,"Barbecue, American",-77.0389877,38.9250921,-4025,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/federalist-pig,https://www.federalistpig.com/,Bib Gourmand,35.0,DC,District of Columbia,South,Barbecue
