,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
373,FOB Kitchen,"5179 Telegraph Ave., Oakland, 94609, United States",94609,Oakland,50.0,50.0,USD,"Filipino, Contemporary",-122.2628885,37.837746,-3476,https://guide.michelin.com/en/california/oakland/restaurant/fob-kitchen,https://www.fobkitchen.com/,Bib Gourmand,50.0,CA,California,West,Filipino
527,Purple Yam,"1314 Cortelyou Rd., New York, 11226, United States",11226,New York,50.0,50.0,USD,"Filipino, Asian",-73.96565,40.64047,-7410,https://guide.michelin.com/en/new-york-state/new-york/restaurant/purple-yam,https://www.purpleyamnyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Filipino
528,Purple Yam,"1314 Cortelyou Rd., New York, 11226, United States",11226,New York,50.0,50.0,USD,"Filipino, Asian",-73.96565,40.64047,-7410,https://guide.michelin.com/en/new-york-state/new-york/restaurant/purple-yam,https://www.purpleyamnyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Filipino
706,Kasama,"1001 N. Winchester Ave., Chicago, 60622, United States",60622,Chicago,215.0,215.0,USD,"Filipino, Contemporary",-87.6758818,41.8995437,-2714,https://guide.michelin.com/en/illinois/chicago/restaurant/kasama,https://www.kasamachicago.com/,Bib Gourmand,215.0,IL,Illinois,Midwest,Filipino
