,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
268,Elcielo D.C.,"1280 4th St. NE, Washington, 20002, United States",20002,Washington,195.0,228.0,USD,"Colombian, Contemporary",-76.9994792,38.9090145,-9222,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/elcielo-d-c,http://www.elcielowashington.com,1 MICHELIN Star,211.5,DC,District of Columbia,South,Colombian
