,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
351,The Bywater,"532 N. Santa Cruz Ave., Los Gatos, 95030, United States",95030,Los Gatos,12.0,44.0,USD,"Southern, Creole",-121.979004,37.232773,-8791,https://guide.michelin.com/en/california/los-gatos/restaurant/the-bywater,https://www.thebywaterca.com/,Bib Gourmand,28.0,CA,California,West,Southern
551,Miss Mamie's Spoonbread Too,"366 W. 110th St., New York, 10025, United States",10025,New York,50.0,50.0,USD,"Southern, American",-73.9607087,40.8015558,-6397,https://guide.michelin.com/en/new-york-state/new-york/restaurant/miss-mamie-s-spoonbread-too,https://www.spoonbreadinc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Southern
552,Miss Mamie's Spoonbread Too,"366 W. 110th St., New York, 10025, United States",10025,New York,50.0,50.0,USD,"Southern, American",-73.9607087,40.8015558,-6397,https://guide.michelin.com/en/new-york-state/new-york/restaurant/miss-mamie-s-spoonbread-too,https://www.spoonbreadinc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Southern
695,Virtue,"1462 E. 53rd St., Chicago, 60615, United States",60615,Chicago,50.0,50.0,USD,"Southern, Regional Cuisine",-87.589292,41.7996257,-8005,https://guide.michelin.com/en/illinois/chicago/restaurant/virtue,https://www.virtuerestaurant.com/,Bib Gourmand,50.0,IL,Illinois,Midwest,Southern
702,Soulé,"1931 W. Chicago Ave., Chicago, 60622, United States",60622,Chicago,50.0,50.0,USD,"Southern, Creole",-87.6759332,41.8959028,-3039,https://guide.michelin.com/en/illinois/chicago/restaurant/soule,https://www.soulechicago.com/,Bib Gourmand,50.0,IL,Illinois,Midwest,Southern
711,Ina Mae,"1415 N. Wood St., Chicago, 60622, United States",60622,Chicago,30.0,50.0,USD,"Southern, Creole",-87.6724047,41.9076108,-6907,https://guide.michelin.com/en/illinois/chicago/restaurant/ina-mae-tavern,https://www.inamaetavern.com/,Bib Gourmand,40.0,IL,Illinois,Midwest,Southern
759,Pearl Dive Oyster Palace,"1612 14th St. NW, Washington, 20009, United States",20009,Washington,50.0,50.0,USD,Southern,-77.03204,38.91176,-729,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/pearl-dive-oyster-palace,https://www.pearldivedc.com/,Bib Gourmand,50.0,DC,District of Columbia,South,Southern
781,Hitching Post,"200 Upshur St. NW, Washington, 20011, United States",20011,Washington,25.0,50.0,USD,"Southern, Regional Cuisine",-77.01365,38.94222,-1035,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/hitching-post,https://www.thehpostrestaurant.com/,Bib Gourmand,37.5,DC,District of Columbia,South,Southern
