,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
425,Sichuan Home,"5037 Geary Blvd., San Francisco, 94118, United States",94118,San Francisco,40.0,40.0,USD,"Chinese, Sichuan",-122.47362,37.78054,-2094,https://guide.michelin.com/en/california/san-francisco/restaurant/sichuan-home,,Bib Gourmand,40.0,CA,California,West,Chinese
426,Z & Y,"655 Jackson St., San Francisco, 94133, United States",94133,San Francisco,50.0,50.0,USD,"Chinese, Sichuan",-122.4060049,37.7960493,-8554,https://guide.michelin.com/en/california/san-francisco/restaurant/z-y,https://www.zandyrestaurant.com/,Bib Gourmand,50.0,CA,California,West,Chinese
431,Dumpling Home,"298 Gough St., San Francisco, 94102, United States",94102,San Francisco,30.0,30.0,USD,"Chinese, Dumplings",-122.4227056,37.7759271,-754,https://guide.michelin.com/en/california/san-francisco/restaurant/dumpling-home,http://www.dumplinghome.com,Bib Gourmand,30.0,CA,California,West,Chinese
443,Yank Sing,"101 Spear St., San Francisco, 94105, United States",94105,San Francisco,25.0,60.0,USD,"Chinese, Dim Sum",-122.39265,37.79186,-477,https://guide.michelin.com/en/california/san-francisco/restaurant/yank-sing,https://www.yanksing.com/,Bib Gourmand,42.5,CA,California,West,Chinese
447,Frank Fat’s,"806 L St., Sacramento, 95814, United States",95814,Sacramento,50.0,50.0,USD,Chinese,-121.4968009,38.5785995,-5618,https://guide.michelin.com/en/california/us-sacramento/restaurant/frank-fat%E2%80%99s,https://www.frankfats.com/,Bib Gourmand,50.0,CA,California,West,Chinese
448,Yue Huang,"3860 Truxel Rd., Sacramento, 95834, United States",95834,Sacramento,24.0,49.0,USD,"Chinese, Cantonese",-121.5040297,38.6380533,-2442,https://guide.michelin.com/en/california/us-sacramento/restaurant/yue-huang,,Bib Gourmand,36.5,CA,California,West,Chinese
457,Win Son,"159 Graham Ave., New York, 11206, United States",11206,New York,40.0,50.0,USD,"Chinese, Taiwanese",-73.9431171,40.7072662,-5120,https://guide.michelin.com/en/new-york-state/new-york/restaurant/win-son,https://winsonbrooklyn.com/,Bib Gourmand,45.0,NY,New York,Northeast,Chinese
458,Win Son,"159 Graham Ave., New York, 11206, United States",11206,New York,40.0,50.0,USD,"Chinese, Taiwanese",-73.9431171,40.7072662,-5120,https://guide.michelin.com/en/new-york-state/new-york/restaurant/win-son,https://winsonbrooklyn.com/,Bib Gourmand,45.0,NY,New York,Northeast,Chinese
487,Sweet Yummy House,"83-13 Broadway, New York, 11373, United States",11373,New York,25.0,25.0,USD,"Chinese, Sichuan",-73.8795532,40.7410226,-5763,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sweet-yummy-house,,Bib Gourmand,25.0,NY,New York,Northeast,Chinese
488,Sweet Yummy House,"83-13 Broadway, New York, 11373, United States",11373,New York,25.0,25.0,USD,"Chinese, Sichuan",-73.8795532,40.7410226,-5763,https://guide.michelin.com/en/new-york-state/new-york/restaurant/sweet-yummy-house,,Bib Gourmand,25.0,NY,New York,Northeast,Chinese
491,Spy C Cuisine,"72-06 Austin St., New York, 11375, United States",11375,New York,40.0,40.0,USD,"Chinese, Sichuan",-73.8423766,40.7191046,1098,https://guide.michelin.com/en/new-york-state/new-york/restaurant/spy-c-cuisine,,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
492,Spy C Cuisine,"72-06 Austin St., New York, 11375, United States",11375,New York,40.0,40.0,USD,"Chinese, Sichuan",-73.8423766,40.7191046,1098,https://guide.michelin.com/en/new-york-state/new-york/restaurant/spy-c-cuisine,,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
531,Pinch Chinese,"177 Prince St., New York, 10012, United States",10012,New York,130.0,130.0,USD,"Chinese, Duck Specialities",-74.0019829,40.7264798,-6996,https://guide.michelin.com/en/new-york-state/new-york/restaurant/pinch-chinese,https://www.pinchchinese.com/,Bib Gourmand,130.0,NY,New York,Northeast,Chinese
532,Pinch Chinese,"177 Prince St., New York, 10012, United States",10012,New York,130.0,130.0,USD,"Chinese, Duck Specialities",-74.0019829,40.7264798,-6996,https://guide.michelin.com/en/new-york-state/new-york/restaurant/pinch-chinese,https://www.pinchchinese.com/,Bib Gourmand,130.0,NY,New York,Northeast,Chinese
559,Memories of Shanghai,"68-60 Austin St., New York, 11375, United States",11375,New York,30.0,30.0,USD,"Chinese, Dumplings",-73.851099,40.7224039,-2100,https://guide.michelin.com/en/new-york-state/new-york/restaurant/memories-of-shanghai,,Bib Gourmand,30.0,NY,New York,Northeast,Chinese
560,Memories of Shanghai,"68-60 Austin St., New York, 11375, United States",11375,New York,30.0,30.0,USD,"Chinese, Dumplings",-73.851099,40.7224039,-2100,https://guide.michelin.com/en/new-york-state/new-york/restaurant/memories-of-shanghai,,Bib Gourmand,30.0,NY,New York,Northeast,Chinese
566,MáLà Project,"122 First Ave., New York, 10009, United States",10009,New York,50.0,50.0,USD,"Chinese, Sichuan",-73.9854205,40.7272262,-8021,https://guide.michelin.com/en/new-york-state/new-york/restaurant/mala-project,https://www.malaproject.nyc/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
567,MáLà Project,"122 First Ave., New York, 10009, United States",10009,New York,50.0,50.0,USD,"Chinese, Sichuan",-73.9854205,40.7272262,-8021,https://guide.michelin.com/en/new-york-state/new-york/restaurant/mala-project,https://www.malaproject.nyc/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
574,Little Alley,"550 Third Ave., New York, 10016, United States",10016,New York,30.0,74.0,USD,"Chinese, Shanghainese",-73.977005,40.747356,-3328,https://guide.michelin.com/en/new-york-state/new-york/restaurant/little-alley,https://www.littlealley.nyc/,Bib Gourmand,52.0,NY,New York,Northeast,Chinese
575,Little Alley,"550 Third Ave., New York, 10016, United States",10016,New York,30.0,74.0,USD,"Chinese, Shanghainese",-73.977005,40.747356,-3328,https://guide.michelin.com/en/new-york-state/new-york/restaurant/little-alley,https://www.littlealley.nyc/,Bib Gourmand,52.0,NY,New York,Northeast,Chinese
576,Legend of Taste,"2002 Utopia Pkwy., New York, 11357, United States",11357,New York,40.0,40.0,USD,"Chinese, Sichuan",-73.79398,40.779633,-3593,https://guide.michelin.com/en/new-york-state/new-york/restaurant/legend-of-taste,http://www.legendoftasteny.com/,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
577,Legend of Taste,"2002 Utopia Pkwy., New York, 11357, United States",11357,New York,40.0,40.0,USD,"Chinese, Sichuan",-73.79398,40.779633,-3593,https://guide.michelin.com/en/new-york-state/new-york/restaurant/legend-of-taste,http://www.legendoftasteny.com/,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
582,Kung Fu Little Steamed Buns Ramen,"811 Eighth Ave., New York, 10019, United States",10019,New York,25.0,25.0,USD,"Chinese, Dumplings",-73.9867528,40.7615485,-1026,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kung-fu-little-steamed-buns-ramen,https://www.kfdelicacy.com/,Bib Gourmand,25.0,NY,New York,Northeast,Chinese
583,Kung Fu Little Steamed Buns Ramen,"811 Eighth Ave., New York, 10019, United States",10019,New York,25.0,25.0,USD,"Chinese, Dumplings",-73.9867528,40.7615485,-1026,https://guide.michelin.com/en/new-york-state/new-york/restaurant/kung-fu-little-steamed-buns-ramen,https://www.kfdelicacy.com/,Bib Gourmand,25.0,NY,New York,Northeast,Chinese
596,Hupo,"1007 50th Ave., New York, 11101, United States",11101,New York,65.0,65.0,USD,"Chinese, Sichuan",-73.9533994,40.7426369,-5259,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hupo,http://www.hupo.nyc/,Bib Gourmand,65.0,NY,New York,Northeast,Chinese
597,Hupo,"1007 50th Ave., New York, 11101, United States",11101,New York,65.0,65.0,USD,"Chinese, Sichuan",-73.9533994,40.7426369,-5259,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hupo,http://www.hupo.nyc/,Bib Gourmand,65.0,NY,New York,Northeast,Chinese
598,Hunan Bistro,"96 Third Ave., New York, 10003, United States",10003,New York,50.0,50.0,USD,"Chinese, Hunanese",-73.98802,40.7323,-9031,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hunan-bistro,https://www.hunanbistrony.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
599,Hunan Bistro,"96 Third Ave., New York, 10003, United States",10003,New York,50.0,50.0,USD,"Chinese, Hunanese",-73.98802,40.7323,-9031,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hunan-bistro,https://www.hunanbistrony.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
604,Hao Noodle and Tea,"401 Sixth Ave., New York, 10014, United States",10014,New York,50.0,50.0,USD,"Chinese, Contemporary",-73.9998044,40.7334027,-8321,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hao-noodle-and-tea,https://www.haonoodle.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
605,Hao Noodle and Tea,"401 Sixth Ave., New York, 10014, United States",10014,New York,50.0,50.0,USD,"Chinese, Contemporary",-73.9998044,40.7334027,-8321,https://guide.michelin.com/en/new-york-state/new-york/restaurant/hao-noodle-and-tea,https://www.haonoodle.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
634,East Harbor Seafood Palace,"714-726 65th St., New York, 11220, United States",11220,New York,50.0,50.0,USD,"Chinese, Dim Sum",-74.01442,40.63343,855,https://guide.michelin.com/en/new-york-state/new-york/restaurant/east-harbor-seafood-palace,,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
635,East Harbor Seafood Palace,"714-726 65th St., New York, 11220, United States",11220,New York,50.0,50.0,USD,"Chinese, Dim Sum",-74.01442,40.63343,855,https://guide.michelin.com/en/new-york-state/new-york/restaurant/east-harbor-seafood-palace,,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
643,Dim Sum Go Go,"5 East Broadway, New York, 10038, United States",10038,New York,50.0,50.0,USD,"Chinese, Dim Sum",-73.9974181,40.7133818,-317,https://guide.michelin.com/en/new-york-state/new-york/restaurant/dim-sum-go-go,https://www.dimsumgogonyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
644,Dim Sum Go Go,"5 East Broadway, New York, 10038, United States",10038,New York,50.0,50.0,USD,"Chinese, Dim Sum",-73.9974181,40.7133818,-317,https://guide.michelin.com/en/new-york-state/new-york/restaurant/dim-sum-go-go,https://www.dimsumgogonyc.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
649,Congee Village,"100 Allen St., New York, 10002, United States",10002,New York,25.0,50.0,USD,"Chinese, Cantonese",-73.9903234,40.7188148,-1547,https://guide.michelin.com/en/new-york-state/new-york/restaurant/congee-village,https://www.congeevillagerestaurants.com/,Bib Gourmand,37.5,NY,New York,Northeast,Chinese
650,Congee Village,"100 Allen St., New York, 10002, United States",10002,New York,25.0,50.0,USD,"Chinese, Cantonese",-73.9903234,40.7188148,-1547,https://guide.michelin.com/en/new-york-state/new-york/restaurant/congee-village,https://www.congeevillagerestaurants.com/,Bib Gourmand,37.5,NY,New York,Northeast,Chinese
653,Chuan Tian Xia,"5502 Seventh Ave., New York, 11220, United States",11220,New York,40.0,40.0,USD,"Chinese, Sichuan",-74.0090575,40.6396599,1506,https://guide.michelin.com/en/new-york-state/new-york/restaurant/chuan-tian-xia,https://chuantianxiany.com/,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
654,Chuan Tian Xia,"5502 Seventh Ave., New York, 11220, United States",11220,New York,40.0,40.0,USD,"Chinese, Sichuan",-74.0090575,40.6396599,1506,https://guide.michelin.com/en/new-york-state/new-york/restaurant/chuan-tian-xia,https://chuantianxiany.com/,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
680,Atlas Kitchen,"258 W. 109th St., New York, 10025, United States",10025,New York,38.0,42.0,USD,"Chinese, Contemporary",-73.9667467,40.8033646,196,https://guide.michelin.com/en/new-york-state/new-york/restaurant/atlas-kitchen,https://www.atlaskitchennyc.com/,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
681,Atlas Kitchen,"258 W. 109th St., New York, 10025, United States",10025,New York,38.0,42.0,USD,"Chinese, Contemporary",-73.9667467,40.8033646,196,https://guide.michelin.com/en/new-york-state/new-york/restaurant/atlas-kitchen,https://www.atlaskitchennyc.com/,Bib Gourmand,40.0,NY,New York,Northeast,Chinese
690,Alley 41,"136-45 41st Ave., New York, 11355, United States",11355,New York,50.0,50.0,USD,"Chinese, Sichuan",-73.8276588,40.7591074,-2243,https://guide.michelin.com/en/new-york-state/new-york/restaurant/alley-41,https://www.alley41.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
691,Alley 41,"136-45 41st Ave., New York, 11355, United States",11355,New York,50.0,50.0,USD,"Chinese, Sichuan",-73.8276588,40.7591074,-2243,https://guide.michelin.com/en/new-york-state/new-york/restaurant/alley-41,https://www.alley41.com/,Bib Gourmand,50.0,NY,New York,Northeast,Chinese
700,Daguan Noodle,"2230 S. Wentworth Ave., Chicago, 60616, United States",60616,Chicago,30.0,30.0,USD,"Chinese, Noodles",-87.63203,41.85196,-2375,https://guide.michelin.com/en/illinois/chicago/restaurant/daguan-noodle,https://www.daguannoodle.com/,Bib Gourmand,30.0,IL,Illinois,Midwest,Chinese
782,Queen’s English,"3410 11th St. NW, Washington, 20010, United States",20010,Washington,50.0,50.0,USD,"Chinese, Contemporary",-77.0284644,38.9321904,https://www.queensenglishdc.com/,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/queen%E2%80%99s-english,https://www.queensenglishdc.com/,Bib Gourmand,50.0,DC,District of Columbia,South,Chinese
