,Name,Address,Zip,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,AveragePrice,state_id,state_name,region,General_Category
400,La Cevicheria,"3809 W. Pico Blvd., Los Angeles, 90019, United States",90019,Los Angeles,25.0,25.0,USD,Latin American,-118.3228419,34.0476164,-662,https://guide.michelin.com/en/california/us-los-angeles/restaurant/la-cevicheria,,Bib Gourmand,25.0,CA,California,West,Latin American
489,Suyo Gastrofusion,"1401 Plaza Dr., New York, 10452, United States",10452,New York,25.0,50.0,USD,"Latin American, Fusion",-73.9181442,40.8404805,-6715,https://guide.michelin.com/en/new-york-state/new-york/restaurant/suyo-gastrofusion,https://www.suyonyc.com/,Bib Gourmand,37.5,NY,New York,Northeast,Latin American
490,Suyo Gastrofusion,"1401 Plaza Dr., New York, 10452, United States",10452,New York,25.0,50.0,USD,"Latin American, Fusion",-73.9181442,40.8404805,-6715,https://guide.michelin.com/en/new-york-state/new-york/restaurant/suyo-gastrofusion,https://www.suyonyc.com/,Bib Gourmand,37.5,NY,New York,Northeast,Latin American
